		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 244.125000	M = 125000	N = 8	m = 9	n = 1000000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
000100111  255  255  270  221  227  238  246  235  7.873323 0.445941 SUCCESS  18
000101001  251  244  257  267  240  206  230  238 10.353894 0.241060 SUCCESS  19
000101011  236  265  259  239  251  212  242  234  8.200606 0.414124 SUCCESS  20
000101101  214  240  224  233  224  256  250  268 11.031761 0.199906 SUCCESS  21
000101111  252  248  270  260  248  236  259  222  7.585229 0.474997 SUCCESS  22
000110011  229  244  245  249  232  236  242  272  5.286835 0.726525 SUCCESS  23
000110101  249  257  231  253  227  214  224  241  8.711125 0.367248 SUCCESS  24
000110111  271  248  247  225  245  250  211  250  9.652725 0.290251 SUCCESS  25
000111001  275  235  247  274  273  260  254  252 13.483734 0.096254 SUCCESS  26
000111011  236  239  243  287  239  259  247  222 11.342097 0.183059 SUCCESS  27
000111101  238  231  220  237  235  253  235  242  4.628033 0.796491 SUCCESS  28
000111111  239  245  247  236  223  237  259  237  3.687492 0.884161 SUCCESS  29
001000011  254  250  239  251  259  247  258  217  5.776171 0.672288 SUCCESS  30
001000101  243  248  243  245  263  227  249  275  6.968794 0.540003 SUCCESS  31
001000111  230  246  244  251  243  235  238  245  1.580808 0.991283 SUCCESS  32
001001011  260  225  250  234  226  226  246  238  6.155353 0.629835 SUCCESS  33
001001101  233  233  238  244  240  237  242  228  2.615615 0.956121 SUCCESS  34
001001111  238  269  228  239  251  244  253  232  5.150203 0.741408 SUCCESS  35
001010011  267  240  251  280  260  229  232  239 10.712951 0.218500 SUCCESS  36
001010101  246  252  239  240  258  269  245  221  6.167004 0.628531 SUCCESS  37
001010111  229  259  252  239  247  228  241  245  3.461890 0.902127 SUCCESS  38
001011011  208  233  218  189  220  257  238  241 25.187537 0.001445 FAILURE  39
001011101  247  260  283  248  253  243  239  272 11.311381 0.184672 SUCCESS  40
001011111  225  239  235  266  266  242  266  221 10.380373 0.239337 SUCCESS  41
001100101  248  241  229  250  229  245  246  231  2.937602 0.938212 SUCCESS  42
001100111  245  243  247  247  235  235  251  278  5.846076 0.664469 SUCCESS  43
001101011  220  247  236  242  239  235  236  246  3.558274 0.894620 SUCCESS  44
001101101  247  242  243  245  234  235  237  275  5.103599 0.746448 SUCCESS  45
001101111  264  260  230  231  240  262  223  233  8.157180 0.418269 SUCCESS  46
001110101  226  258  231  240  258  255  258  247  5.176682 0.738536 SUCCESS  47
001110111  236  260  221  253  242  260  230  242  5.897975 0.658659 SUCCESS  48
001111011  231  230  256  252  255  252  230  230  4.889648 0.769303 SUCCESS  49
001111101  251  244  258  245  242  224  254  225  4.717003 0.787351 SUCCESS  50
001111111  248  229  244  235  254  246  234  241  2.289391 0.970830 SUCCESS  51
010000011  246  244  263  268  246  239  217  203 14.348015 0.073133 SUCCESS  52
010000111  247  254  243  265  249  255  260  241  4.010538 0.856171 SUCCESS  53
010001011  236  260  250  234  258  234  227  272  7.712329 0.462063 SUCCESS  54
010001111  223  225  243  246  241  228  234  236  5.317551 0.723159 SUCCESS  55
010010011  235  238  238  259  267  228  257  255  6.129933 0.632680 SUCCESS  56
010010111  243  226  248  256  254  244  238  244  2.630443 0.955370 SUCCESS  57
010011011  235  220  251  253  245  237  247  222  5.679787 0.683050 SUCCESS  58
010011111  234  239  230  242  250  237  236  258  2.866637 0.942446 SUCCESS  59
010100011  244  249  239  228  226  223  245  247  4.634388 0.795842 SUCCESS  60
010100111  236  252  247  269  229  234  227  229  6.814155 0.556810 SUCCESS  61
010101011  245  253  261  237  248  277  235  226  8.145529 0.419385 SUCCESS  62
010101111  228  249  278  243  233  233  250  235  7.617004 0.471747 SUCCESS  63
010110011  258  260  237  237  265  251  212  219 11.406706 0.179702 SUCCESS  64
010110111  241  249  212  216  237  276  245  228 13.490089 0.096063 SUCCESS  65
010111011  259  273  279  270  245  227  221  243 15.975956 0.042726 SUCCESS  66
010111111  248  240  260  253  247  224  239  226  4.791145 0.779648 SUCCESS  67
011000111  244  231  248  226  273  255  257  228  8.022666 0.431259 SUCCESS  68
011001111  267  249  251  261  231  226  252  240  6.180773 0.626991 SUCCESS  69
011010111  239  235  228  245  237  234  253  259  3.489428 0.900009 SUCCESS  70
011011111  293  230  245  229  225  266  233  226 17.431252 0.025919 SUCCESS  71
011101111  230  273  241  248  225  257  225  264  9.957765 0.268003 SUCCESS  72
011111111  257  246  250  232  255  267  229  247  5.208457 0.735081 SUCCESS  73
100000000  275  233  232  224  231  250  235  221 10.396260 0.238307 SUCCESS  74
100010000  245  265  243  221  251  230  229  236  6.414849 0.600867 SUCCESS  75
100100000  260  246  243  265  239  221  223  247  7.236763 0.511317 SUCCESS  76
100101000  263  241  248  232  230  230  246  295 14.908315 0.060953 SUCCESS  77
100110000  232  236  236  254  254  277  262  248  8.004660 0.433015 SUCCESS  78
100111000  263  219  230  266  243  254  251  269 10.296699 0.244816 SUCCESS  79
101000000  266  260  251  240  226  236  236  292 15.029060 0.058583 SUCCESS  80
101000100  237  243  269  250  257  234  253  242  4.477631 0.811667 SUCCESS  81
101001000  259  237  250  236  237  256  249  244  2.491692 0.962117 SUCCESS  82
101001100  227  222  230  247  225  256  265  257  8.892242 0.351468 SUCCESS  83
101010000  261  253  227  233  221  245  254  236  6.268684 0.617163 SUCCESS  84
101010100  242  267  237  256  230  228  219  246  7.684791 0.464850 SUCCESS  85
101011000  244  261  225  267  278  257  238  239 10.807217 0.212864 SUCCESS  86
101011100  231  252  217  231  232  229  273  271 13.024055 0.111025 SUCCESS  87
101100000  268  257  235  262  243  242  231  287 13.366166 0.099857 SUCCESS  88
101100100  246  232  237  245  243  203  285  241 15.146627 0.056356 SUCCESS  89
101101000  244  228  255  245  261  233  236  241  3.657836 0.886601 SUCCESS  90
101101100  230  265  256  214  228  234  248  243  8.738663 0.364820 SUCCESS  91
101110000  281  218  248  224  237  254  253  247 11.428949 0.178558 SUCCESS  92
101110100  238  246  265  233  253  267  230  247  5.975294 0.649999 SUCCESS  93
101111000  226  290  252  259  238  250  231  238 12.702068 0.122520 SUCCESS  94
101111100  228  232  254  229  232  224  266  233  7.997246 0.433739 SUCCESS  95
110000000  284  224  236  261  230  241  258  234 12.075041 0.147887 SUCCESS  96
110000010  250  239  227  263  254  262  254  250  5.335557 0.721183 SUCCESS  97
110000100  245  272  234  252  248  240  223  255  6.519707 0.589223 SUCCESS  98
110001000  231  251  243  230  266  236  218  210 11.912988 0.155129 SUCCESS  99
110001010  255  252  248  227  231  241  260  225  5.458421 0.707642 SUCCESS 100
110010000  246  242  250  261  266  201  247  236 11.607948 0.169572 SUCCESS 101
110010010  249  239  223  236  225  246  275  250  8.131760 0.420706 SUCCESS 102
110010100  254  238  240  255  244  238  235  278  6.518647 0.589340 SUCCESS 103
110011000  229  225  232  245  256  282  248  238 10.042498 0.262056 SUCCESS 104
110011010  233  244  235  260  259  230  241  253  4.102686 0.847742 SUCCESS 105
110100000  260  238  275  255  238  231  216  253 10.340124 0.241960 SUCCESS 106
110100010  219  246  251  253  268  230  249  205 13.069600 0.109477 SUCCESS 107
110100100  238  223  247  252  250  245  256  241  3.135666 0.925557 SUCCESS 108
110101000  260  231  247  230  232  249  250  223  5.438296 0.709866 SUCCESS 109
110101010  241  268  259  253  220  236  209  251 11.900278 0.155709 SUCCESS 110
110101100  220  286  218  236  264  256  221  235 17.955540 0.021562 SUCCESS 111
110110000  278  254  262  226  219  223  260  267 15.870039 0.044278 SUCCESS 112
110110010  239  232  237  241  220  199  285  227 20.404336 0.008910 FAILURE 113
110110100  237  231  251  224  265  232  258  245  6.148998 0.630546 SUCCESS 114
110111000  266  216  247  236  254  247  248  216  9.556340 0.297555 SUCCESS 115
110111010  231  246  246  245  233  261  225  228  5.144907 0.741982 SUCCESS 116
110111100  220  270  227  242  270  257  203  231 17.997907 0.021242 SUCCESS 117
111000000  275  220  235  259  238  249  279  248 13.270841 0.102864 SUCCESS 118
111000010  247  254  262  252  271  251  235  252  5.940342 0.653915 SUCCESS 119
111000100  236  250  243  238  269  252  232  226  5.489136 0.704243 SUCCESS 120
111000110  240  227  251  252  225  241  250  230  4.360064 0.823265 SUCCESS 121
111001000  246  233  256  255  271  225  236  252  6.789794 0.559473 SUCCESS 122
111001010  256  234  232  221  224  226  236  258  8.123286 0.421521 SUCCESS 123
111001100  224  229  220  253  248  260  253  246  6.964557 0.540461 SUCCESS 124
111010000  250  249  266  286  239  215  210  227 19.584540 0.012028 SUCCESS 125
111010010  242  221  272  242  258  262  251  240  8.037494 0.429816 SUCCESS 126
111010100  260  241  249  216  242  258  239  238  5.666017 0.684585 SUCCESS 127
111010110  212  270  225  237  260  263  245  219 14.228329 0.076005 SUCCESS 128
111011000  247  241  271  250  216  239  255  262  8.599912 0.377162 SUCCESS 129
111011010  233  225  266  225  263  245  272  227 11.697977 0.165197 SUCCESS 130
111011100  265  224  225  281  243  247  250  230 11.904515 0.155515 SUCCESS 131
111100000  220  236  240  265  265  258  270  244 10.162184 0.253827 SUCCESS 132
111100010  246  258  254  232  244  250  244  227  3.255352 0.917326 SUCCESS 133
111100100  215  241  228  230  254  267  244  235  8.564959 0.380312 SUCCESS 134
111100110  242  228  236  256  249  232  254  249  3.235228 0.918740 SUCCESS 135
111101000  235  243  240  270  244  217  223  209 13.501740 0.095713 SUCCESS 136
111101010  263  277  224  226  254  252  234  242 10.325296 0.242933 SUCCESS 137
111101100  259  238  271  251  215  237  262  231 10.249036 0.247980 SUCCESS 138
111101110  250  224  237  257  234  226  259  253  5.876792 0.661031 SUCCESS 139
111110000  237  240  226  243  247  244  268  247  4.169414 0.841524 SUCCESS 140
111110010  249  240  224  212  242  248  245  256  6.944433 0.542640 SUCCESS 141
111110100  227  215  239  277  223  238  238  223 13.625663 0.092059 SUCCESS 142
111110110  259  253  280  236  232  236  258  217 11.838847 0.158540 SUCCESS 143
111111000  254  228  257  234  244  243  243  234  3.096477 0.928158 SUCCESS 144
111111010  228  238  228  257  234  247  223  227  6.666931 0.572957 SUCCESS 145
111111100  256  237  249  226  236  266  232  238  5.393811 0.714774 SUCCESS 146
111111110  257  246  250  232  255  267  229  247  5.208457 0.735081 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 244.125000	M = 125000	N = 8	m = 9	n = 1000000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001  262  263  249  239  236  257  258  245  4.875878 0.770756 SUCCESS   0
000000011  230  214  233  245  241  261  267  234  9.116786 0.332540 SUCCESS   1
000000101  238  264  247  253  234  229  249  254  4.118574 0.846270 SUCCESS   2
000000111  248  221  232  245  259  258  266  234  7.170036 0.518403 SUCCESS   3
000001001  246  261  226  262  249  260  275  261 10.380373 0.239337 SUCCESS   4
000001011  238  278  226  260  255  237  252  261  9.665435 0.289297 SUCCESS   5
000001101  217  242  242  263  238  248  228  251  6.189246 0.626043 SUCCESS   6
000001111  245  232  240  230  250  232  254  233  3.250056 0.917699 SUCCESS   7
000010001  222  281  251  243  223  247  219  232 13.263427 0.103102 SUCCESS   8
000010011  234  250  226  246  249  261  264  274  8.749255 0.363888 SUCCESS   9
000010101  261  227  242  243  276  259  266  223 11.633368 0.168327 SUCCESS  10
000010111  226  270  233  273  249  257  248  271 12.211674 0.142006 SUCCESS  11
000011001  235  247  253  234  271  241  217  255  7.875441 0.445731 SUCCESS  12
000011011  221  218  247  259  231  250  231  248  7.799181 0.453329 SUCCESS  13
000011101  235  220  245  245  251  231  233  242  4.298632 0.829225 SUCCESS  14
000011111  245  248  229  262  236  219  263  267  9.070182 0.336410 SUCCESS  15
000100011  233  286  239  235  234  253  228  264 11.960651 0.152968 SUCCESS  16
000100101  255  280  235  271  222  214  237  272 18.792283 0.016011 SUCCESS  17
000100111  264  232  241  231  247  246  266  269  7.766347 0.456621 SUCCESS  18
000101001  241  252  254  226  226  240  243  242  3.597463 0.891495 SUCCESS  19
000101011  244  242  233  237  263  271  259  221  8.531066 0.383383 SUCCESS  20
000101101  238  254  250  263  261  247  235  234  4.256265 0.833294 SUCCESS  21
000101111  223  253  230  252  251  231  237  256  5.075002 0.749531 SUCCESS  22
000110011  225  232  263  239  247  230  219  256  7.945346 0.438827 SUCCESS  23
000110101  254  258  270  221  247  238  235  223  8.768320 0.362216 SUCCESS  24
000110111  228  252  222  290  210  266  259  234 20.687133 0.008027 FAILURE  25
000111001  245  237  224  240  250  243  247  251  2.393189 0.966526 SUCCESS  26
000111011  242  243  233  237  237  253  248  264  3.049873 0.931189 SUCCESS  27
000111101  246  249  227  260  238  260  250  239  3.909917 0.865158 SUCCESS  28
000111111  252  254  236  239  220  237  238  238  4.065615 0.851155 SUCCESS  29
001000011  255  214  263  278  236  230  239  243 11.958533 0.153064 SUCCESS  30
001000101  259  255  227  224  236  266  249  212 11.176867 0.191878 SUCCESS  31
001000111  251  269  215  243  228  271  233  244 11.106962 0.195712 SUCCESS  32
001001011  272  251  246  282  259  233  241  215 14.681653 0.065639 SUCCESS  33
001001101  243  258  239  242  258  225  269  218  8.829751 0.356861 SUCCESS  34
001001111  238  223  252  245  255  244  247  259  3.789172 0.875626 SUCCESS  35
001010011  254  242  245  224  256  229  244  266  5.745455 0.675720 SUCCESS  36
001010101  246  233  230  236  251  250  249  271  5.171386 0.739111 SUCCESS  37
001010111  234  251  226  238  250  277  256  213 11.612185 0.169364 SUCCESS  38
001011011  223  253  248  271  246  227  240  241  6.718830 0.567250 SUCCESS  39
001011101  238  236  252  229  233  252  228  233  4.083621 0.849501 SUCCESS  40
001011111  236  237  240  240  248  229  252  244  1.934570 0.982952 SUCCESS  41
001100101  242  243  253  251  286  250  229  236  9.382637 0.311052 SUCCESS  42
001100111  242  255  246  229  243  244  225  257  3.761634 0.877964 SUCCESS  43
001101011  262  235  240  237  243  243  242  239  2.134752 0.976600 SUCCESS  44
001101101  241  238  250  246  264  226  226  268  7.233586 0.511653 SUCCESS  45
001101111  215  228  257  248  238  249  287  209 18.736147 0.016336 SUCCESS  46
001110101  243  225  247  227  222  230  227  249  7.094835 0.526436 SUCCESS  47
001110111  258  236  250  241  258  247  233  258  3.473540 0.901233 SUCCESS  48
001111011  252  238  247  251  246  240  264  256  3.014921 0.933418 SUCCESS  49
001111101  243  251  241  241  235  236  221  242  3.205571 0.920802 SUCCESS  50
001111111  246  265  254  233  236  221  250  253  5.823833 0.666958 SUCCESS  51
010000011  242  247  265  257  229  256  220  248  6.698706 0.569461 SUCCESS  52
010000111  236  230  252  266  241  226  249  261  6.155353 0.629835 SUCCESS  53
010001011  236  238  260  244  230  237  233  217  6.208311 0.623910 SUCCESS  54
010001111  244  246  207  244  230  250  209  222 14.146773 0.078019 SUCCESS  55
010010011  238  238  243  229  246  224  249  220  5.589757 0.693077 SUCCESS  56
010010111  280  237  261  254  235  233  216  226 12.907547 0.115070 SUCCESS  57
010011011  236  244  247  237  252  260  256  248  2.521349 0.960728 SUCCESS  58
010011111  239  242  263  251  246  235  220  248  4.737127 0.785267 SUCCESS  59
010100011  235  238  229  230  254  240  239  234  3.357032 0.909998 SUCCESS  60
010100111  259  241  264  233  231  222  237  246  6.210430 0.623674 SUCCESS  61
010101011  247  242  222  225  252  215  248  258  8.413498 0.394155 SUCCESS  62
010101111  229  268  232  234  233  246  273  214 12.357839 0.135938 SUCCESS  63
010110011  242  222  270  235  249  252  253  222  8.053381 0.428273 SUCCESS  64
010110111  249  234  224  247  243  231  237  243  3.241583 0.918295 SUCCESS  65
010111011  251  226  251  246  239  248  250  237  2.343408 0.968633 SUCCESS  66
010111111  255  245  240  229  214  242  246  224  7.140379 0.521565 SUCCESS  67
011000111  237  230  251  233  244  233  238  223  4.359005 0.823368 SUCCESS  68
011001111  227  246  262  243  237  246  239  243  2.963022 0.936657 SUCCESS  69
011010111  260  223  252  224  240  257  256  233  6.833220 0.554729 SUCCESS  70
011011111  257  241  257  256  233  244  268  224  6.698706 0.569461 SUCCESS  71
011101111  252  224  237  227  270  232  228  260  9.064887 0.336852 SUCCESS  72
011111111  247  237  253  222  222  210  248  239  9.840197 0.276422 SUCCESS  73
100000000  262  263  249  239  236  258  258  245  4.989209 0.758729 SUCCESS  74
100010000  239  241  245  222  226  217  255  259  8.177304 0.416345 SUCCESS  75
100100000  227  248  251  248  244  238  251  254  2.342349 0.968677 SUCCESS  76
100101000  222  255  241  260  267  210  234  264 12.942499 0.113843 SUCCESS  77
100110000  247  226  243  270  277  254  237  249  9.576465 0.296019 SUCCESS  78
100111000  236  240  233  254  242  249  241  253  1.784168 0.986929 SUCCESS  79
101000000  269  234  237  286  248  261  263  252 13.742171 0.088738 SUCCESS  80
101000100  279  240  242  230  224  238  244  278 12.825991 0.117979 SUCCESS  81
101001000  242  244  234  238  243  240  249  227  2.033072 0.979981 SUCCESS  82
101001100  240  223  235  240  275  246  253  266  8.802213 0.359255 SUCCESS  83
101010000  237  231  273  286  246  264  249  240 13.767591 0.088028 SUCCESS  84
101010100  237  227  255  249  265  279  252  243  9.326501 0.315506 SUCCESS  85
101011000  263  238  242  260  271  219  212  245 12.865180 0.116573 SUCCESS  86
101011100  242  246  226  245  247  253  233  248  2.385775 0.966845 SUCCESS  87
101100000  229  256  234  244  239  243  238  233  2.800969 0.946220 SUCCESS  88
